Robinson ekspeditionen - Special;Robinson ekspeditionen - Special is a TV series starring Thomas Mygind, Bitten Bisgaard, and Lærke Annalia Bregenhøj. Documentary series following the participants from the 3rd season of Robinson ekspeditionen from 2000, just after...;https://www.imdb.com/title/tt0383141/;Reality-TV;No Rating;Total Rating Count N/A;Unknown;
Los Beverly de Peralvillo;Los Beverly de Peralvillo is a TV series starring Leonorilda Ochoa, Amparo Arozamena, and Arturo Castro. In Peralvillo, a neighborhood of Mexico City, a taxi driver reluctantly sustains his wife's numerous but shiftless family.;https://www.imdb.com/title/tt0383080/;['Comedy', 'Family'];7.7;9;1968-01-08;
Beat the Teacher;Beat the Teacher is a TV series starring Howard Stableford, Paul Jones, and Bruno Brookes. Kids finally get the chance to get their own back on their teachers by competing against them in a noughts-and-crosses based quiz.;https://www.imdb.com/title/tt0383079/;['Family', 'Game-Show'];6.3;6;Unknown;
De Bauers;De Bauers is a TV series starring Frans Bauer, Mariska Bauer, and Christiaan Bauer. Another reallifesoap. This time Frans Bauer, a famous Dutch singer, and his family are being filmed everywhere they go. Frans was surprised Dutch...;https://www.imdb.com/title/tt0383078/;['Documentary', 'Comedy', 'Family'];4.5;15;2003-10-04;
Big Brother Online;Big Brother Online is a TV series starring Maya Lorentsen, Thea Winkelmann, and Caroline Wollny. Julie Ruggard comments on events from the 3rd season of the Danish version of Big Brother.;https://www.imdb.com/title/tt0383077/;Reality-TV;1.9;10;2003-09-24;
Apostasi anapnois;Description unavailable;https://www.imdb.com/title/tt0383076/;Drama;4.8;30;2003-09-25;
Animal Tails;Description unavailable;https://www.imdb.com/title/tt0383075/;Genre Unknown;No Rating;Total Rating Count N/A;2003-10-05;
Ancestors;Ancestors is a TV series starring Jim Willard and Terry Willard. This mini-series looks at people whose lives have been changed through family history research and provides viewers with practical instruction on how to begin...;https://www.imdb.com/title/tt0383074/;Documentary;No Rating;Total Rating Count N/A;1997-01-12;
Ancestors 2;Description unavailable;https://www.imdb.com/title/tt0383073/;Documentary;No Rating;Total Rating Count N/A;Unknown;
An thymitheis t' oneiro mou;An thymitheis t' oneiro mou is a TV series starring Tasos Halkias, Elda Panopoulou, and Despina Bebedelli. Vrasidas is an antique dealer in Plaka, who lives along with his mother, his sister and his uncle Telis. Aspa, a dancing...;https://www.imdb.com/title/tt0383072/;['Comedy', 'Romance'];4.1;29;2003-09-26;
Alcores;Description unavailable;https://www.imdb.com/title/tt0383071/;Genre Unknown;No Rating;Total Rating Count N/A;1981-10-08;
Cómicos y canciones;Description unavailable;https://www.imdb.com/title/tt0383090/;['Comedy', 'Family', 'Musical'];5.8;10;1956-01-06;
Curto Circuito;Description unavailable;https://www.imdb.com/title/tt0383089/;['Comedy', 'News', 'Talk-Show'];7.1;78;1999-09-15;
Critical Condition;Critical Condition is a TV series starring Jon Ronson, Ranjit Bolt, and James Christopher. Jon Ronson investigates the world of critics in this fly-on-the-wall documentary series. In the four episodes he takes a look at comedy,...;https://www.imdb.com/title/tt0383088/;Documentary;No Rating;Total Rating Count N/A;1998-08-05;
The Clinic;The Clinic is a TV series starring Dominic Mafham, Gary Lydon, and Amy Huberman. Drama centering around the work and private lives of the doctors, medical professionals and staff attached to a busy Dublin clinic.;https://www.imdb.com/title/tt0383087/;Drama;6.6;244;2003-10-12;
Center Stage;Center Stage is a TV series starring Luther Adler, Robert Barrat, and Vivian Blaine. American television anthology series that aired in 1954 on the American Broadcasting Company "ABC" as a summer replacement for The Motorola...;https://www.imdb.com/title/tt0383086/;Drama;6.6;7;1954-06-01;
Celebrity Dog School;Description unavailable;https://www.imdb.com/title/tt0383085/;Family;No Rating;Total Rating Count N/A;2003-10-18;
Catwalk;Catwalk is a TV series starring John Forgeham, Cornelia Frances, and June Salter. Women's magazine drama.;https://www.imdb.com/title/tt0383084/;Drama;No Rating;Total Rating Count N/A;1971-01-27;
Børne 1'eren;Børne 1'eren is a TV series starring Christina N. Andersen, Nikolaj Kirk, and Stefan Nielsen. Popular live children's current affairs show, incorporating guests, live music and segments about almost everything pertaining to the...;https://www.imdb.com/title/tt0383083/;Family;No Rating;Total Rating Count N/A;Unknown;
Bragging Rights;Description unavailable;https://www.imdb.com/title/tt0383082/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Biker-Jens - et liv på grænsen;Biker-Jens - et liv på grænsen is a TV series starring Jens Romundstad. Documentary series in 12 parts in which Biker-Jens visits some of the most extreme places in the US. He doesn't only portray them, he also tries to get under...;https://www.imdb.com/title/tt0383081/;Documentary;No Rating;Total Rating Count N/A;2003-09-18;
Et toc!;Description unavailable;https://www.imdb.com/title/tt0383100/;Comedy;No Rating;Total Rating Count N/A;2003-09-14;
Esta semana;Description unavailable;https://www.imdb.com/title/tt0383099/;Genre Unknown;No Rating;Total Rating Count N/A;1982-05-10;
Eric Sykes Presents Peter Sellers;Description unavailable;https://www.imdb.com/title/tt0383098/;Comedy;No Rating;Total Rating Count N/A;1957-01-05;
Entrada: Journeys in Latin American Cuisine;Description unavailable;https://www.imdb.com/title/tt0383097/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Encuentros en libertad;Description unavailable;https://www.imdb.com/title/tt0383096/;Genre Unknown;No Rating;Total Rating Count N/A;1982-10-07;
The Dunphy Show;Description unavailable;https://www.imdb.com/title/tt0383095/;Talk-Show;6.6;5;2003-09-05;
Directo en la noche;Description unavailable;https://www.imdb.com/title/tt0383093/;Genre Unknown;No Rating;Total Rating Count N/A;1986-03-09;
Det der om morg'nen;Det der om morg'nen is a TV series starring Ole Fick, Michael Friis, and Karin Jagd. Weekly show, satirizing current event from the past week. TV version of popular morning radio show of the same name.;https://www.imdb.com/title/tt0383092/;Comedy;No Rating;Total Rating Count N/A;Unknown;
I dada;I dada is a TV series starring Ann Rezanni, Anna Rezan, and Spyros Bibilas. A woman decides to work as nanny in the house of a rich theater director and his three children.;https://www.imdb.com/title/tt0383091/;['Comedy', 'Romance'];6.1;221;2003-09-23;
Al rojo vivo con María Celeste;Description unavailable;https://www.imdb.com/title/tt0383070/;['News', 'Sport'];6.7;37;2002-04-29;
Akrovatontas;Description unavailable;https://www.imdb.com/title/tt0383069/;Drama;4.3;10;Unknown;
About the House;About the House is a TV series starring Duncan Stewart and Angie O'Brien. An informative mix of building stories, house visits and essential insider building and construction tips/ideas for the Irish market.;https://www.imdb.com/title/tt0383068/;Genre Unknown;4.5;6;2000-09-15;
9B;9B is a TV series starring Robert Wisden, John Bayliss, and Melanie Miller. Bob Dawson moves to the small Canadian town of Fort Hamilton to teach in peace. However, his new students are mostly local misfits and delinquents. He tries...;https://www.imdb.com/title/tt0383067/;Drama;8.1;12;Unknown;
For lang og tro tjeneste;For lang og tro tjeneste is a TV series starring Rigmor Berthelsen and Jytte Dreyer. Jytte Dreyer portrays Danes who have worked in the same job position their entire lives.;https://www.imdb.com/title/tt0382706/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Feather Boy;Feather Boy is a TV series starring Omari Carter, Lindsey Coulson, and Sheila Hancock. Robert Noble, a bullied child who has premonitions, visits an old people's home and meets an elderly lady who asks him to go to Chance House and...;https://www.imdb.com/title/tt0382690/;Drama;7.3;184;2004-03-16;
Zingezong;Description unavailable;https://www.imdb.com/title/tt0382507/;['Family', 'Music'];No Rating;Total Rating Count N/A;Unknown;
The X;The X is a TV series starring Garrett Clark, Brandon Lankar, and Dakota Morton. A children's program on the CBC. The show usually has comedic skits, interviews, and gags.;https://www.imdb.com/title/tt0382506/;['Comedy', 'Family'];5.1;106;2003-09-02;
Wolfgang Puck;Description unavailable;https://www.imdb.com/title/tt0382505/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Whistler Stories;Description unavailable;https://www.imdb.com/title/tt0382504/;Documentary;No Rating;Total Rating Count N/A;2003-01-30;
The Wedding Race;The Wedding Race is a TV series starring Monica Wang, Garry Cheng Gang, and Charles Lei Tao. Five couples were each given colors to represent their team - Team Green, Team Orange, Team Black, Team Red and Team Orange. During the...;https://www.imdb.com/title/tt0382503/;['Adventure', 'Reality-TV'];7.9;10;2003-03-08;
Waldhaus;Description unavailable;https://www.imdb.com/title/tt0382502/;Genre Unknown;6.5;6;1987-11-15;
Viva la Bam;Viva la Bam is a TV series starring Chris Raab, Brandon DiCamillo, and Rakeyohn. A show that follows Bam Margera (of Jackass and CKY fame) in his attempts to anger his parents. Unlike CKY or Jackass, Viva La Bam focuses mainly on...;https://www.imdb.com/title/tt0382501/;['Comedy', 'Reality-TV'];6.7;8342;2003-10-26;
Do, re, mi;Description unavailable;https://www.imdb.com/title/tt0382410/;Genre Unknown;No Rating;Total Rating Count N/A;1998-07-12;
Despega como puedas;Description unavailable;https://www.imdb.com/title/tt0382409/;Game-Show;No Rating;Total Rating Count N/A;2002-09-09;
Cámara baja;Description unavailable;https://www.imdb.com/title/tt0382407/;Genre Unknown;No Rating;Total Rating Count N/A;1993-06-25;
Cut;Cut is a TV series starring Lore Dijkman, Sjoerd Dragtsma, and Kimberly Klaver. Dutch high school students film their own life during one year for a special school project about 'oral history'. The series centers around Anne and...;https://www.imdb.com/title/tt0382406/;Drama;7.0;7;2003-01-13;
Corazón;Description unavailable;https://www.imdb.com/title/tt0382405/;Genre Unknown;No Rating;Total Rating Count N/A;1989-11-05;
Cine News;Description unavailable;https://www.imdb.com/title/tt0382404/;News;No Rating;Total Rating Count N/A;Unknown;
Campus Cops;Description unavailable;https://www.imdb.com/title/tt0382403/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
Beyond the Action;Description unavailable;https://www.imdb.com/title/tt0382402/;['Documentary', 'Sport'];No Rating;Total Rating Count N/A;2003-03-08;
Bark-Off;Description unavailable;https://www.imdb.com/title/tt0382401/;Family;No Rating;Total Rating Count N/A;2003-09-13;
One Hit Wonderland;Description unavailable;https://www.imdb.com/title/tt0382460/;Genre Unknown;7.7;10;Unknown;
Oli's Wilde Welt;Description unavailable;https://www.imdb.com/title/tt0382459/;Family;No Rating;Total Rating Count N/A;2002-09-07;
OJ Simpson: The Trial;OJ Simpson: The Trial is a TV series starring Kim Goldman, Manny Medrano, and Paul Moyer. Nightly news summary and legal analysis of the day's developments in the criminal trial of OJ Simpson, charged with the murders of his wife,...;https://www.imdb.com/title/tt0382458/;News;3.1;16;1995-01-24;
La noche de los errores;Description unavailable;https://www.imdb.com/title/tt0382456/;Genre Unknown;No Rating;Total Rating Count N/A;2000-05-02;
Naurun paikka;Naurun paikka is a TV series starring Markus Kajo. Markus Kajo comments various video-clips (home videos, TV series fluff scenes) in his laconic, yet humorous style.;https://www.imdb.com/title/tt0382455/;Comedy;6.8;32;Unknown;
Mrs. Cabobble's Caboose;Mrs. Cabobble's Caboose is a TV series starring Fran Powell. A children's musical show that aired on PBS in the mid 80s. The show opened with a theme song about mrs. Cabobble that folded a toy train that ran through the fictional...;https://www.imdb.com/title/tt0382454/;Family;8.5;13;Unknown;
Max clan;Description unavailable;https://www.imdb.com/title/tt0382453/;Family;No Rating;Total Rating Count N/A;2003-09-06;
Markus Kajon ihme pätkiä;Description unavailable;https://www.imdb.com/title/tt0382452/;Genre Unknown;3.9;7;2003-06-08;
En maler og hans by;Description unavailable;https://www.imdb.com/title/tt0382451/;Documentary;No Rating;Total Rating Count N/A;Unknown;
Shifting Gears;Description unavailable;https://www.imdb.com/title/tt0382480/;Genre Unknown;No Rating;Total Rating Count N/A;Unknown;
El secreto;Description unavailable;https://www.imdb.com/title/tt0382479/;Drama;7.1;14;2001-01-22;
Salsa rosa;Description unavailable;https://www.imdb.com/title/tt0382478/;Talk-Show;1.6;38;2002-09-21;
SD Gundam Force;SD Gundam Force is a TV series starring Rick Zieff, Yuri Lowenthal, and Dominic Catrambone. A Gundam series with super deformed robots.;https://www.imdb.com/title/tt0382477/;['Animation', 'Comedy', 'Family'];4.4;109;Unknown;
Rec;Description unavailable;https://www.imdb.com/title/tt0382475/;Genre Unknown;6.0;5;2003-09-12;
Radical Sabbaticals;Description unavailable;https://www.imdb.com/title/tt0382474/;Reality-TV;No Rating;Total Rating Count N/A;Unknown;
¡Qué punto!;Description unavailable;https://www.imdb.com/title/tt0382473/;Genre Unknown;No Rating;Total Rating Count N/A;1999-07-26;
Qué memoria la mía;Description unavailable;https://www.imdb.com/title/tt0382472/;Genre Unknown;No Rating;Total Rating Count N/A;1996-04-16;
La quinta esfera;Description unavailable;https://www.imdb.com/title/tt0382471/;Game-Show;No Rating;Total Rating Count N/A;2003-09-17;
Pros and Cons: The Good, the Bad & the Ugly;Pros and Cons: The Good, the Bad & the Ugly is a TV series starring Eva Chavela. Three people interview to be chosen for a special task (to plan a wedding, a party, etc.) one is an expert, one has limited experience, and the other...;https://www.imdb.com/title/tt0382470/;Reality-TV;No Rating;Total Rating Count N/A;Unknown;
El programa de Ana;Description unavailable;https://www.imdb.com/title/tt0382469/;Talk-Show;No Rating;Total Rating Count N/A;1994-10-27;
Pequeños grandes genios;Description unavailable;https://www.imdb.com/title/tt0382468/;Family;No Rating;Total Rating Count N/A;2001-12-30;
People Matter II;Description unavailable;https://www.imdb.com/title/tt0382467/;Genre Unknown;No Rating;Total Rating Count N/A;1991-05-21;
Paul, Marie et les enfants;Description unavailable;https://www.imdb.com/title/tt0382466/;Comedy;6.4;16;1985-10-09;
La parodia;Description unavailable;https://www.imdb.com/title/tt0382464/;['Adventure', 'Comedy', 'Family', 'Romance'];5.9;12;2002-10-28;
Para Elisa;Description unavailable;https://www.imdb.com/title/tt0382463/;Drama;No Rating;Total Rating Count N/A;1993-01-29;
The Outhouse;The Outhouse is a TV series starring Brad Goddard and Christopher Goddard. Flush everything you've seen in other home renovation series before sitting down to The Outhouse. This series takes a decidedly comic point-of-view to the...;https://www.imdb.com/title/tt0382462/;Genre Unknown;No Rating;Total Rating Count N/A;2003-09-16;
Op zoek naar...;Description unavailable;https://www.imdb.com/title/tt0382461/;Comedy;No Rating;Total Rating Count N/A;Unknown;
